Price,Brand,Model,Year,Condition,Transmission,Fuel,Capacity,Mileage
"Rs 2,175,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"120,000 km"
"Rs 7,975,000",Toyota,Premio,2015,Used,Automatic,Petrol,"1,490 cc","75,029 km"
"Rs 7,650,000",Honda,Grace,2018,Used,Automatic,Petrol,"1,500 cc","30,000 km"
"Rs 4,650,000",Toyota,Aqua,2013,Used,Automatic,Petrol,"1,500 cc","80,000 km"
"Rs 3,200,000",Suzuki,Spacia,2016,Used,Automatic,Petrol,650 cc,"70,000 km"
"Rs 6,850,000",Mercedes Benz,S350,2005,Used,Automatic,Petrol,"3,700 cc","90,000 km"
"Rs 2,725,000",Nissan,Sunny,2002,Used,Manual,Petrol,"1,500 cc","135,000 km"
"Rs 7,100,000",Hyundai,Other Model,2019,Used,Automatic,Petrol,998 cc,"30,000 km"
"Rs 4,500,000",Toyota,Prius,2013,Used,Automatic,Hybrid,"1,800 cc","130,000 km"
"Rs 5,850,000",Honda,Grace,2015,Used,Automatic,Petrol,"1,500 cc","40,000 km"
"Rs 1,435,000",Suzuki,Maruti,2012,Used,Manual,Petrol,800 cc,"78,000 km"
"Rs 2,400,000",Chevrolet,Cruze,2004,Used,Automatic,Petrol,"1,300 cc","120,000 km"
"Rs 3,675,000",Suzuki,Spacia,2015,Used,Automatic,Petrol,650 cc,"88,000 km"
"Rs 4,180,000",Toyota,Aqua,2012,Used,Automatic,Petrol,"1,500 cc","78,000 km"
"Rs 15,000,000",Peugeot,5008,2019,Used,Automatic,Petrol,"1,200 cc","35,000 km"
"Rs 8,800,000",Mitsubishi,Outlander,2015,Used,Tiptronic,Hybrid,"1,990 cc","110,000 km"
"Rs 5,300,000",Toyota,Axio,2015,Used,Automatic,Hybrid,"1,500 cc","140,000 km"
"Rs 325,000",Toyota,Corona,1984,Used,Manual,Petrol,"1,450 cc","10,000 km"
"Rs 1,925,000",Maruti Suzuki,Alto,2011,Used,Manual,Petrol,993 cc,"160,000 km"
"Rs 650,000",Mazda,2,1983,Used,Automatic,Petrol,"1,500 cc","50,000 km"
"Rs 6,875,000",BMW,i3,2016,Used,Automatic,Electric,650 cc,"31,000 km"
"Rs 1,875,000",Nissan,Sunny,1996,Used,Automatic,Petrol,"1,500 cc","199,000 km"
"Rs 5,950,000",Mercedes Benz,B250e,2015,Used,Automatic,Electric,132 cc,"37,500 km"
"Rs 4,000,000",Volvo,S60,2004,Used,Tiptronic,Petrol,"2,000 cc","60,000 km"
"Rs 995,000",Toyota,Corolla,1983,Used,Manual,Petrol,"1,500 cc","185,000 km"
"Rs 6,500,000",Hyundai,Santa Fe,2012,Used,Manual,Diesel,"2,200 cc","24,000 km"
"Rs 3,650,000",Suzuki,Wagon R FZ,2018,Used,Automatic,Petrol,650 cc,"45,000 km"
"Rs 6,395,000",Honda,Vezel,2015,Used,Automatic,Petrol,"1,490 cc","72,119 km"
"Rs 1,340,000",Kia,Sephia,2000,Used,Automatic,Petrol,"1,500 cc","160,000 km"
"Rs 3,950,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Petrol,650 cc,"24,641 km"
"Rs 3,290,000",Suzuki,Wagon R,2016,Used,Automatic,Petrol,650 cc,"59,555 km"
"Rs 3,875,000",Suzuki,Wagon R FZ,2018,Used,Automatic,Hybrid,650 cc,"42,000 km"
"Rs 2,050,000",Toyota,Corolla,1996,Used,Automatic,Diesel,"1,970 cc","189,650 km"
"Rs 4,695,000",Honda,Fit Shuttle,2014,Used,Automatic,Petrol,"1,300 cc","98,754 km"
"Rs 3,200,000",Nissan,Bluebird,2005,Used,Automatic,Petrol,"1,500 cc","264,500 km"
"Rs 2,395,000",Suzuki,A-Star,2012,Used,Manual,Petrol,998 cc,"88,831 km"
"Rs 4,800,000",Honda,Fit,2015,Used,Automatic,Petrol,"1,500 cc","97,000 km"
"Rs 26,000,000",Audi,Q7,2015,Used,Automatic,Petrol,"3,000 cc","52,000 km"
"Rs 7,550,000",Nissan,Leaf,2018,Used,Automatic,Electric,40 cc,"31,000 km"
"Rs 2,350,000",Perodua,Viva Elite,2010,Used,Manual,Petrol,"1,000 cc","90,000 km"
"Rs 1,085,000",Suzuki,Maruti,2004,Used,Manual,Petrol,800 cc,"750,000 km"
"Rs 6,350,000",Nissan,X-Trail,2011,Used,Automatic,Petrol,"2,500 cc","112,000 km"
"Rs 4,275,000",Toyota,Aqua,2013,Used,Automatic,Hybrid,"1,490 cc","78,000 km"
"Rs 5,450,000",Toyota,Vitz,2018,Used,Automatic,Petrol,990 cc,"25,000 km"
"Rs 3,775,000",Nissan,Dayz,2016,Used,Automatic,Petrol,650 cc,"47,000 km"
"Rs 1,225,000",Tata,Indica,2005,Used,Manual,Petrol,"1,500 cc","125,000 km"
"Rs 4,400,000",Honda,N-Box,2018,Used,Automatic,Petrol,650 cc,"46,176 km"
"Rs 2,550,000",Toyota,Vitz,2000,Used,Manual,Petrol,"1,500 cc","146,000 km"
"Rs 2,350,000",Mahindra,Bolero,2016,Used,Manual,Diesel,"2,700 cc","55,000 km"
"Rs 6,700,000",Toyota,Axio,2015,Used,Automatic,Hybrid,"1,500 cc","162,000 km"
"Rs 14,200,000",Honda,CRV,2019,Used,Automatic,Petrol,"1,500 cc","21,200 km"
"Rs 2,750,000",Nissan,Sunny,2000,Used,Automatic,Petrol,"1,500 cc","125,000 km"
"Rs 5,290,000",Toyota,Allion,2007,Used,Automatic,Petrol,"1,496 cc","85,000 km"
"Rs 3,790,000",Toyota,Aqua,2013,Used,Automatic,Hybrid,"1,300 cc","70,000 km"
"Rs 4,750,000",Daihatsu,Boon,2017,Used,Automatic,Petrol,990 cc,"26,000 km"
"Rs 1,250,000",Perodua,Kelisa,2003,Used,Manual,Petrol,"1,000 cc","18,000 km"
"Rs 425,000",Toyota,Corolla,1976,Used,Manual,Petrol,"1,200 cc","47,000 km"
"Rs 840,000",Daihatsu,Charade,1987,Used,Manual,Diesel,"1,000 cc","56,829 km"
"Rs 4,500,000",Honda,Civic,2007,Used,Automatic,Petrol,"1,590 cc","118,200 km"
"Rs 2,950,000",Nissan,Sunny,2006,Used,Automatic,Petrol,"1,500 cc","132,000 km"
"Rs 4,000,000",Kia,Picanto,2017,Used,Automatic,Petrol,"1,000 cc","29,000 km"
"Rs 3,650,000",Suzuki,Alto,2018,Used,Automatic,Petrol,660 cc,"15,000 km"
"Rs 8,500,000",Mitsubishi,Outlander,2015,Reconditioned,Tiptronic,Petrol,"2,400 cc","107,000 km"
"Rs 3,640,000",Suzuki,Wagon R FZ,2018,Used,Automatic,Petrol,660 cc,"41,444 km"
"Rs 12,500,000",Mercedes Benz,E250,2011,Used,Automatic,Petrol,"1,800 cc","136,000 km"
"Rs 2,250,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"70,000 km"
"Rs 1,900,000",Hyundai,Atos,2005,Used,Automatic,Petrol,"1,200 cc","124,000 km"
"Rs 2,800,000",Toyota,Corolla,2003,Used,Manual,Petrol,"1,300 cc","160,000 km"
"Rs 3,925,000",Suzuki,Wagon R,2017,Used,Automatic,Petrol,660 cc,"39,652 km"
"Rs 2,300,000",Daihatsu,Hijet,2006,Used,Manual,Petrol,659 cc,"121,965 km"
"Rs 5,700,000",Toyota,Allion,2010,Used,Automatic,Petrol,"1,500 cc","105,000 km"
"Rs 4,500,000",Toyota,Aqua,2012,Used,Automatic,Hybrid,"1,490 cc","64,000 km"
"Rs 4,450,000",Toyota,Aqua,2014,Used,Automatic,Petrol,"1,500 cc","121,000 km"
"Rs 5,950,000",Toyota,Allion,2009,Used,Automatic,Petrol,"1,500 cc","137,000 km"
"Rs 8,500,000",BMW,523i,2011,Used,Automatic,Petrol,"2,300 cc","80,000 km"
"Rs 13,950,000",Mitsubishi,Montero,2013,Used,Automatic,Diesel,"3,200 cc","43,000 km"
"Rs 2,590,000",Hyundai,Eon,2016,Used,Manual,Petrol,800 cc,"52,000 km"
"Rs 3,275,000",Suzuki,Alto,2017,Used,Automatic,Petrol,660 cc,"35,000 km"
"Rs 11,500,000",Land Rover,Defender,2001,Used,Manual,Diesel,"2,495 cc","185,000 km"
"Rs 2,675,000",Nissan,Sunny,2000,Used,Automatic,Petrol,"1,500 cc","149,000 km"
"Rs 11,200,000",Toyota,Premio,2019,Used,Tiptronic,Petrol,"1,490 cc","14,500 km"
"Rs 6,875,000",Toyota,Premio,2013,Used,Automatic,Petrol,"1,490 cc","68,000 km"
"Rs 6,975,000",Honda,Vezel,2016,Used,Automatic,Petrol,"1,500 cc","59,000 km"
"Rs 7,475,000",Toyota,Hilux,2007,Used,Automatic,Diesel,"3,000 cc","119,000 km"
"Rs 5,425,000",Suzuki,Baleno,2016,Used,Automatic,Petrol,990 cc,"31,214 km"
"Rs 7,775,000",Kia,Stonic,2019,Used,Automatic,Petrol,"1,000 cc","15,000 km"
"Rs 2,210,000",Maruti Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"99,900 km"
"Rs 9,800,000",Toyota,CHR,2017,Used,Automatic,Hybrid,"1,800 cc","15,000 km"
"Rs 1,840,000",Hyundai,Accent,2003,Used,Manual,Petrol,"1,500 cc","140,000 km"
"Rs 1,075,000",Mazda,Familia,1990,Used,Manual,Petrol,"1,300 cc","130,000 km"
"Rs 8,650,000",Nissan,Patrol,1998,Used,Manual,Diesel,"4,200 cc","203,000 km"
"Rs 1,595,000",Micro,Panda,2013,Used,Manual,Petrol,"1,000 cc","78,000 km"
"Rs 1,040,000",Tata,Indica,2005,Used,Manual,Petrol,"1,400 cc","140,000 km"
"Rs 7,240,000",Toyota,Axio,2017,Used,Automatic,Hybrid,"1,500 cc","98,000 km"
"Rs 1,595,000",Micro,Lifan,2008,Used,Manual,Petrol,"1,600 cc","120,000 km"
"Rs 4,150,000",Toyota,Prius,2010,Used,Automatic,Hybrid,"1,800 cc","88,000 km"
"Rs 6,600,000",Toyota,Aqua,2017,Used,Automatic,Hybrid,"1,500 cc","18,000 km"
"Rs 13,650,000",Mitsubishi,Montero,2011,Used,Automatic,Petrol,"3,000 cc","6,500 km"
"Rs 2,575,000",Renault,KWID,2018,Used,Manual,Petrol,800 cc,"10,500 km"
"Rs 3,640,000",Suzuki,Wagon R FZ,2017,Used,Automatic,Petrol,650 cc,"74,771 km"
"Rs 3,890,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Hybrid,650 cc,"33,100 km"
"Rs 2,990,000",Suzuki,Alto,2010,Used,Automatic,Petrol,650 cc,"96,990 km"
"Rs 495,000",Nissan,Dutsun,1977,Used,Manual,Petrol,"1,200 cc","153,669 km"
"Rs 2,993,616",Zotye,Z100,2020,Used,Manual,Petrol,"1,000 cc","1,234 km"
"Rs 1,795,000",Micro,Panda,2015,Used,Manual,Petrol,"1,000 cc","43,674 km"
"Rs 2,795,000",DFSK,Glory,2016,Used,Manual,Diesel,"1,300 cc","88,264 km"
"Rs 430,000",Mazda,Familia,1984,Used,Manual,Petrol,"1,300 cc","280,000 km"
"Rs 950,000",Other brand,Other model,2019,Used,Manual,Petrol,216 cc,"10,000 km"
"Rs 625,000",Nissan,Sunny,1984,Used,Manual,Petrol,"1,400 cc","50,000 km"
"Rs 1,750,000",Toyota,Corolla,1995,Used,Manual,Petrol,"1,500 cc","34,003 km"
"Rs 1,070,000",Mazda,Familia,1989,Used,Manual,Petrol,"1,300 cc","170,750 km"
"Rs 4,225,000",Perodua,Bezza,2017,Used,Automatic,Petrol,"1,000 cc","21,700 km"
"Rs 1,560,000",Tata,Nano,2016,Used,Tiptronic,Petrol,650 cc,"45,000 km"
"Rs 2,395,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"17,423 km"
"Rs 7,200,000",Toyota,Axio,2016,Used,Automatic,Hybrid,"1,500 cc","51,000 km"
"Rs 3,425,000",Suzuki,Swift,2010,Used,Automatic,Petrol,"1,490 cc","96,000 km"
"Rs 1,775,000",Morris,Mini,1959,Used,Manual,Petrol,"1,000 cc","150,000 km"
"Rs 1,950,000",Nissan,Bluebird,1998,Used,Automatic,Petrol,"1,800 cc","106,952 km"
"Rs 5,100,000",Toyota,Prius,2013,Used,Automatic,Petrol,"1,800 cc","73,000 km"
"Rs 3,500,000",Honda,Fit Shuttle,2013,Used,Automatic,Petrol,"1,500 cc","80,000 km"
"Rs 4,100,000",Toyota,Prius,2011,Used,Automatic,Petrol,"1,800 cc","153,000 km"
"Rs 4,550,000",Toyota,Axio,2009,Used,Automatic,Petrol,"1,500 cc","95,000 km"
"Rs 28,500,000",Land Rover,Discovery,2017,Used,Tiptronic,Diesel,"2,000 cc","55,000 km"
"Rs 3,500,000",Honda,Vezel,2014,Used,Automatic,Hybrid,"1,499 cc","60,508 km"
"Rs 9,400,000",Toyota,Premio,2017,Used,Automatic,Petrol,"1,500 cc","85,000 km"
"Rs 16,450,000",Mercedes Benz,C200,2019,Used,Tiptronic,Petrol,"1,490 cc","9,500 km"
"Rs 18,900,000",Audi,Q3,2019,Used,Tiptronic,Petrol,"1,500 cc","5,000 km"
"Rs 2,640,000",Perodua,Viva Elite,2011,Used,Automatic,Petrol,"1,000 cc","94,000 km"
"Rs 4,275,000",Toyota,Prius,2011,Used,Automatic,Petrol,"1,800 cc","135,000 km"
"Rs 4,500,000",Toyota,Hilux,2009,Used,Manual,Diesel,"3,000 cc","140,000 km"
"Rs 3,570,000",Suzuki,Wagon R,2017,Used,Automatic,Petrol,650 cc,"54,617 km"
"Rs 6,650,000",Honda,Vezel,2016,Used,Automatic,Hybrid,"1,500 cc","62,000 km"
"Rs 4,750,000",Hyundai,Santa Fe,2007,Used,Manual,Diesel,"2,100 cc","140,000 km"
"Rs 2,450,000",Toyota,Corolla,2001,Used,Manual,Petrol,"1,500 cc","200,000 km"
"Rs 9,850,000",Toyota,Premio,2018,Used,Automatic,Petrol,"1,500 cc","45,500 km"
"Rs 3,975,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Hybrid,650 cc,"40,000 km"
"Rs 2,125,000",Renault,KWID,2016,Used,Manual,Petrol,800 cc,"64,000 km"
"Rs 1,200,000",Tata,Nano,2011,Used,Manual,Petrol,650 cc,"37,000 km"
"Rs 14,000,000",Mercedes Benz,C350,2016,Used,Automatic,Petrol,"2,000 cc","50,000 km"
"Rs 2,725,000",Nissan,March,2008,Used,Automatic,Petrol,"1,300 cc","111,000 km"
"Rs 8,675,000",Toyota,CHR,2017,Used,Tiptronic,Petrol,"1,200 cc","24,000 km"
"Rs 13,975,000",Mercedes Benz,E220,2013,Used,Tiptronic,Diesel,"2,200 cc","64,000 km"
"Rs 2,595,000",Nissan,Sunny,2001,Used,Automatic,Petrol,"1,500 cc","117,000 km"
"Rs 4,275,000",Toyota,Corolla,2008,Used,Automatic,Petrol,"1,600 cc","57,000 km"
"Rs 2,975,000",Suzuki,Wagon R FZ,2015,Used,Automatic,Hybrid,650 cc,"79,000 km"
"Rs 18,500,000",Mitsubishi,Montero,2015,Used,Automatic,Diesel,"3,200 cc","80,000 km"
"Rs 4,250,000",Kia,Picanto,2017,Used,Automatic,Petrol,"1,000 cc","50,000 km"
"Rs 5,050,000",Toyota,Prius,2013,Used,Automatic,Petrol,"1,800 cc","108,000 km"
"Rs 7,295,000",Honda,Civic,2017,Used,Automatic,Petrol,"1,000 cc","53,300 km"
"Rs 4,750,000",Toyota,Vitz,2016,Used,Automatic,Petrol,"1,000 cc","51,000 km"
"Rs 1,950,000",Nissan,AD Wagon,2001,Used,Automatic,Petrol,"1,500 cc","162,800 km"
"Rs 3,550,000",Kia,Picanto,2016,Used,Automatic,Petrol,"1,000 cc","35,000 km"
"Rs 7,550,000",Toyota,Axio,2017,Used,Automatic,Petrol,"1,500 cc","54,000 km"
"Rs 5,190,000",Toyota,Vitz,2017,Used,Automatic,Petrol,990 cc,"11,000 km"
"Rs 3,990,000",Toyota,Vios,2007,Used,Automatic,Petrol,"1,500 cc","71,000 km"
"Rs 2,475,000",Suzuki,Alto,2015,Used,Manual,Petrol,"1,000 cc","89,000 km"
"Rs 6,175,000",Toyota,Vitz,2019,Used,Automatic,Petrol,"1,000 cc","19,000 km"
"Rs 2,700,000",Nissan,Sunny,2003,Used,Automatic,Petrol,"1,500 cc","80,000 km"
"Rs 5,175,000",Toyota,Axio,2010,Used,Automatic,Petrol,"1,500 cc","110,000 km"
"Rs 12,950,000",BMW,520d,2014,Used,Automatic,Diesel,"2,000 cc","50,000 km"
"Rs 8,490,000",Toyota,CHR,2017,Used,Automatic,Petrol,"1,200 cc","23,500 km"
"Rs 7,375,000",Toyota,Premio,2014,Used,Automatic,Petrol,"1,500 cc","68,000 km"
"Rs 875,000",Toyota,Corona,1989,Used,Manual,Petrol,"1,490 cc","200,000 km"
"Rs 2,520,000",Perodua,Viva Elite,2012,Used,Automatic,Petrol,"1,000 cc","101,000 km"
"Rs 4,450,000",Nissan,Other Model,2005,Used,Manual,Diesel,"3,153 cc","240,000 km"
"Rs 6,790,000",Nissan,X-Trail,2016,Used,Automatic,Hybrid,"2,000 cc","78,000 km"
"Rs 4,650,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Hybrid,650 cc,"12,000 km"
"Rs 1,200,000",Toyota,Corona,1988,Used,Manual,Petrol,"1,500 cc","180,000 km"
"Rs 500,000",Toyota,Corolla,1990,Used,Manual,Diesel,"2,000 cc","250,000 km"
"Rs 2,175,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"52,000 km"
"Rs 1,250,000",Mazda,Familia,1990,Used,Manual,Petrol,"1,300 cc","236,000 km"
"Rs 3,490,000",Perodua,Axia,2016,Used,Automatic,Petrol,"1,000 cc","67,000 km"
"Rs 20,500,000",Toyota,Land Cruiser Prado,2013,Used,Tiptronic,Diesel,"3,000 cc","170,000 km"
"Rs 4,600,000",Toyota,Rush,2006,Used,Automatic,Petrol,"1,500 cc","102,200 km"
"Rs 595,000",Daihatsu,Charade,1982,Used,Manual,Petrol,"1,000 cc","65,000 km"
"Rs 2,175,000",Suzuki,Alto,2014,Used,Manual,Petrol,800 cc,"72,500 km"
"Rs 9,000,000",Toyota,Premio,2015,Used,Automatic,Petrol,"1,500 cc","93,000 km"
"Rs 10,300,000",Kia,Sorento,2014,Used,Automatic,Diesel,"2,200 cc","200,000 km"
"Rs 4,400,000",Toyota,Corolla,2002,Used,Automatic,Petrol,"1,500 cc","136,000 km"
"Rs 7,950,000",Nissan,X-Trail,2016,Used,Automatic,Hybrid,"1,990 cc","38,000 km"
"Rs 2,000,000",Micro,Panda,2016,Used,Manual,Petrol,"1,000 cc","5,780 km"
"Rs 3,800,000",Ssang Yong,Kyron,2009,Used,Tiptronic,Diesel,"2,000 cc","128,580 km"
"Rs 915,000",Tata,Nano,2012,Used,Manual,Petrol,625 cc,"94,000 km"
"Rs 4,985,000",Toyota,Prius,2013,Used,Automatic,Petrol,"1,500 cc","135,000 km"
"Rs 450,000",Mazda,Familia,1986,Used,Manual,Petrol,"1,300 cc","123,456 km"
"Rs 1,300,000",Suzuki,Maruti,2007,Used,Manual,Petrol,796 cc,"95,000 km"
"Rs 800,000",Toyota,Starlet,1988,Used,Manual,Diesel,"1,450 cc","144,000 km"
"Rs 2,150,000",Suzuki,Estilo,2011,Used,Manual,Petrol,"1,000 cc","65,000 km"
"Rs 4,425,000",Toyota,Axio,2007,Used,Automatic,Petrol,"1,500 cc","157,000 km"
"Rs 2,125,000",Micro,Geely,2014,Used,Manual,Petrol,"1,500 cc","43,900 km"
"Rs 880,000",Toyota,Corolla,1984,Used,Manual,Petrol,"1,500 cc","100,000 km"
"Rs 2,550,000",Suzuki,Alto,2016,Used,Tiptronic,Petrol,998 cc,"190,358 km"
"Rs 2,550,000",Suzuki,Alto,2016,Used,Tiptronic,Petrol,998 cc,"141,017 km"
"Rs 2,550,000",Suzuki,Alto,2016,Used,Tiptronic,Petrol,998 cc,"141,734 km"
"Rs 4,200,000",Suzuki,Wagon R Stingray,2017,Used,Automatic,Petrol,650 cc,"38,000 km"
"Rs 3,675,000",Toyota,Corolla,2002,Used,Automatic,Petrol,"1,500 cc","220,000 km"
"Rs 4,950,000",Toyota,Axio,2014,Used,Automatic,Petrol,"1,500 cc","100,000 km"
"Rs 2,575,000",Nissan,March,2003,Used,Automatic,Petrol,"1,300 cc","71,000 km"
"Rs 9,500,000",Toyota,Hilux,2015,Used,Automatic,Diesel,"2,500 cc","131,000 km"
"Rs 825,000",Isuzu,Gemini,1992,Used,Manual,Diesel,"1,700 cc","270,000 km"
"Rs 3,450,000",Toyota,Vitz,2007,Used,Automatic,Petrol,"1,000 cc","79,247 km"
"Rs 2,495,000",Chevrolet,Cruze,2002,Used,Automatic,Petrol,"1,300 cc","128,000 km"
"Rs 10,495,000",Toyota,Premio,2018,Used,Automatic,Petrol,"1,500 cc","18,000 km"
"Rs 550,000",Mazda,Familia,1993,Used,Manual,Petrol,"1,400 cc","84,824 km"
"Rs 3,680,000",Honda,S660,2017,Used,Automatic,Petrol,650 cc,"25,000 km"
"Rs 2,325,000",Hyundai,Eon,2015,Used,Manual,Petrol,800 cc,"69,388 km"
"Rs 2,550,000",Micro,Panda Cross,2017,Used,Manual,Petrol,"1,000 cc","11,000 km"
"Rs 2,175,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"86,000 km"
"Rs 2,995,000",Toyota,Passo,2008,Used,Automatic,Petrol,"1,000 cc","72,409 km"
"Rs 910,000",Honda,Accord,1987,Used,Automatic,Petrol,"1,600 cc","235,000 km"
"Rs 2,395,000",Micro,Panda Cross,2017,Used,Manual,Petrol,"1,000 cc","50,200 km"
"Rs 7,050,000",Honda,Vezel,2016,Used,Automatic,Hybrid,"1,500 cc","60,000 km"
"Rs 2,195,000",Nissan,March,2002,Used,Automatic,Petrol,990 cc,"164,000 km"
"Rs 2,175,000",Maruti Suzuki,Zen,2012,Used,Manual,Petrol,"1,000 cc","118,000 km"
"Rs 8,400,000",Mitsubishi,Montero,2006,Used,Manual,Diesel,"2,800 cc","140,000 km"
"Rs 785,000",Honda,Civic,1986,Used,Manual,Petrol,"1,500 cc","100,000 km"
"Rs 3,395,000",Suzuki,Alto,2017,Used,Automatic,Petrol,650 cc,"49,000 km"
"Rs 8,450,000",Mitsubishi,Montero,2012,Used,Automatic,Diesel,"2,500 cc","124,000 km"
"Rs 3,860,000",Toyota,Aqua,2012,Used,Automatic,Hybrid,"1,500 cc","100,700 km"
"Rs 650,000",Toyota,Corolla,1983,Used,Manual,Petrol,"1,300 cc","100,000 km"
"Rs 13,900,000",Audi,A8,2012,Used,Tiptronic,Petrol,"2,000 cc","24,000 km"
"Rs 5,485,000",Honda,Vezel,2014,Used,Automatic,Hybrid,"1,499 cc","81,000 km"
"Rs 1,350,000",Tata,Nano,2018,Used,Manual,Petrol,624 cc,"130,000 km"
"Rs 1,450,000",Mitsubishi,4DR,1978,Used,Manual,Diesel,"2,600 cc","100,000 km"
"Rs 1,875,000",Toyota,Corolla,1998,Used,Manual,Petrol,"1,500 cc","180,000 km"
"Rs 1,090,000",Toyota,Corolla,1990,Used,Other transmission,Petrol,"1,500 cc","165,000 km"
"Rs 10,000,000",Mitsubishi,Montero,2007,Used,Automatic,Diesel,"2,800 cc","82,000 km"
"Rs 1,925,000",Toyota,Other Model,1996,Used,Automatic,Petrol,"1,500 cc","400,000 km"
"Rs 5,275,000",Toyota,Harrier,2006,Used,Automatic,Petrol,"2,600 cc","195,000 km"
"Rs 2,350,000",Perodua,Viva Elite,2011,Used,Manual,Petrol,"1,000 cc","70,000 km"
"Rs 28,000,000",Toyota,Land Cruiser Prado,2015,Used,Automatic,Diesel,"3,000 cc","15,000 km"
"Rs 390,000",Daewoo,Other Model,1993,Used,Manual,Petrol,"1,500 cc","100,000 km"
"Rs 3,850,000",Toyota,Aqua,2012,Used,Automatic,Hybrid,"1,500 cc","94,600 km"
"Rs 6,500,000",Mercedes Benz,C180,2007,Used,Automatic,Petrol,"1,796 cc","54,000 km"
"Rs 7,600,000",Honda,Civic,2017,Used,Automatic,Petrol,"1,000 cc","23,000 km"
"Rs 9,650,000",Toyota,Land Cruiser Prado,2008,Used,Automatic,Petrol,"2,690 cc","140,505 km"
"Rs 3,940,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Hybrid,650 cc,"35,890 km"
"Rs 13,100,000",Mercedes Benz,C300,2015,Used,Automatic,Hybrid,"2,200 cc","55,000 km"
"Rs 5,475,000",Honda,Vezel,2014,Used,Automatic,Hybrid,"1,500 cc","59,000 km"
"Rs 1,300,000",Chery,QQ,2011,Used,Manual,Petrol,800 cc,"100,000 km"
"Rs 5,100,000",Honda,Vezel,2014,Used,Automatic,Petrol,"1,498 cc","145,000 km"
"Rs 3,485,000",Suzuki,Hustler,2015,Used,Automatic,Hybrid,660 cc,"61,000 km"
"Rs 2,025,000",Zotye,Z100,2018,Used,Manual,Petrol,"1,000 cc","24,400 km"
"Rs 10,700,000",Toyota,Land Cruiser Prado,2006,Used,Manual,Petrol,"2,700 cc","36,000 km"
"Rs 2,975,000",BMW,520i,1998,Used,Manual,Petrol,"1,990 cc","200,000 km"
"Rs 580,000",Nissan,Dutsun,1980,Used,Manual,Petrol,"1,400 cc","250,000 km"
"Rs 3,700,000",Micro,Kyron,2008,Used,Tiptronic,Diesel,"2,000 cc","97,350 km"
"Rs 6,500,000",Mazda,2 Skyactive,2014,Used,Automatic,Petrol,"2,000 cc","70,000 km"
"Rs 9,800,000",Mitsubishi,Outlander,2015,Used,Tiptronic,Hybrid,"2,000 cc","97,000 km"
"Rs 575,000",Toyota,Corolla,1984,Used,Manual,Petrol,"1,290 cc","25,000 km"
"Rs 4,350,000",Toyota,Axio,2007,Used,Automatic,Petrol,"1,500 cc","159,300 km"
"Rs 3,490,000",Suzuki,Wagon R FX,2017,Used,Automatic,Hybrid,650 cc,"45,000 km"
"Rs 3,990,000",Suzuki,Wagon R,2018,Used,Automatic,Petrol,650 cc,"59,000 km"
"Rs 525,000",Mitsubishi,Lancer,1985,Used,Manual,Petrol,"1,500 cc","225,000 km"
"Rs 4,500,000",Mercedes Benz,C200,2002,Used,Manual,Petrol,"2,000 cc","57,000 km"
"Rs 2,975,000",Toyota,Premio,1999,Used,Automatic,Petrol,"1,790 cc","190,000 km"
"Rs 2,900,000",Subaru,Impreza,1993,Used,Manual,Petrol,"2,000 cc","177,000 km"
"Rs 6,000,000",Mercedes Benz,E200,2003,Used,Tiptronic,Petrol,"1,796 cc","77,000 km"
"Rs 1,750,000",Austin,Mini Cooper,1964,Used,Automatic,Petrol,"1,300 cc","45,000 km"
"Rs 6,250,000",Toyota,Premio,2010,Used,Automatic,Petrol,"1,500 cc","99,200 km"
"Rs 3,065,000",Honda,Fit Aria,2007,Used,Automatic,Petrol,"1,500 cc","180,000 km"
"Rs 2,325,000",Suzuki,A-Star,2011,Used,Manual,Petrol,"1,000 cc","90,000 km"
"Rs 1,250,000",Nissan,Sunny,1987,Used,Manual,Petrol,"1,500 cc","262,000 km"
"Rs 5,900,000",Hyundai,Tucson,2012,Used,Automatic,Diesel,"2,000 cc","280,000 km"
"Rs 825,000",Fiat,Uno,1995,Used,Manual,Petrol,"1,000 cc","133,450 km"
"Rs 2,275,000",Mitsubishi,L200,1997,Used,Manual,Diesel,"2,500 cc","200,000 km"
"Rs 900,000",Nissan,Other Model,1980,Used,Manual,Diesel,"2,164 cc","105,000 km"
"Rs 30,500,000",BMW,740Le,2017,Used,Tiptronic,Petrol,"2,000 cc","19,000 km"
"Rs 4,650,000",Toyota,Allion,2005,Used,Automatic,Petrol,"1,500 cc","120,000 km"
"Rs 2,850,000",DFSK,Glory,2015,Used,Manual,Diesel,"1,300 cc","130,000 km"
